RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Total,Año,mes,Nom_mes
Total,Noruega,Pernoctaciones,122420,2005,3,Marzo
Total,Noruega,Pernoctaciones,112296,2005,2,Febrero
Total,Noruega,Pernoctaciones,87705,2005,1,Enero
Total,Noruega,Pernoctaciones,74225,2004,12,Diciembre
Total,Noruega,Pernoctaciones,92788,2004,11,Noviembre
Total,Noruega,Pernoctaciones,88109,2004,10,Octubre
Total,Noruega,Pernoctaciones,86624,2004,9,Septiembre
Total,Noruega,Pernoctaciones,76595,2004,8,Agosto
Total,Noruega,Pernoctaciones,121168,2004,7,Julio
Total,Noruega,Pernoctaciones,82696,2004,6,Junio
Total,Noruega,Pernoctaciones,66412,2004,5,Mayo
Total,Noruega,Pernoctaciones,91102,2004,4,Abril
Total,Noruega,Pernoctaciones,111307,2004,3,Marzo
Total,Noruega,Pernoctaciones,95836,2004,2,Febrero
Total,Noruega,Pernoctaciones,82926,2004,1,Enero
Total,Noruega,Pernoctaciones,75877,2003,12,Diciembre
Total,Noruega,Pernoctaciones,84231,2003,11,Noviembre
Total,Noruega,Pernoctaciones,81398,2003,10,Octubre
Total,Noruega,Pernoctaciones,91253,2003,9,Septiembre
Total,Noruega,Pernoctaciones,103321,2003,8,Agosto
Total,Noruega,Pernoctaciones,122067,2003,7,Julio
Total,Noruega,Pernoctaciones,88669,2003,6,Junio
Total,Noruega,Pernoctaciones,64051,2003,5,Mayo
Total,Noruega,Pernoctaciones,91029,2003,4,Abril
Total,Noruega,Pernoctaciones,124906,2003,3,Marzo
Total,Noruega,Pernoctaciones,106001,2003,2,Febrero
Total,Noruega,Pernoctaciones,91775,2003,1,Enero
Total,Noruega,Pernoctaciones,81635,2002,12,Diciembre
Total,Noruega,Pernoctaciones,99066,2002,11,Noviembre
Total,Noruega,Pernoctaciones,106357,2002,10,Octubre
Total,Noruega,Pernoctaciones,127062,2002,9,Septiembre
Total,Noruega,Pernoctaciones,100519,2002,8,Agosto
Total,Noruega,Pernoctaciones,139099,2002,7,Julio
Total,Noruega,Pernoctaciones,81133,2002,6,Junio
Total,Noruega,Pernoctaciones,78804,2002,5,Mayo
Total,Noruega,Pernoctaciones,91910,2002,4,Abril
Total,Noruega,Pernoctaciones,118821,2002,3,Marzo
Total,Noruega,Pernoctaciones,97034,2002,2,Febrero
Total,Noruega,Pernoctaciones,83500,2002,1,Enero
Total,Noruega,Pernoctaciones,56124,2001,12,Diciembre
Total,Noruega,Pernoctaciones,81379,2001,11,Noviembre
Total,Noruega,Pernoctaciones,94638,2001,10,Octubre
Total,Noruega,Pernoctaciones,120276,2001,9,Septiembre
Total,Noruega,Pernoctaciones,107485,2001,8,Agosto
Total,Noruega,Pernoctaciones,157857,2001,7,Julio
Total,Noruega,Pernoctaciones,101789,2001,6,Junio
Total,Noruega,Pernoctaciones,101851,2001,5,Mayo
Total,Noruega,Pernoctaciones,101954,2001,4,Abril
Total,Noruega,Pernoctaciones,126338,2001,3,Marzo
Total,Noruega,Pernoctaciones,93756,2001,2,Febrero
Total,Noruega,Pernoctaciones,98675,2001,1,Enero
Total,Noruega,Pernoctaciones,87012,2000,12,Diciembre
Total,Noruega,Pernoctaciones,88383,2000,11,Noviembre
Total,Noruega,Pernoctaciones,112133,2000,10,Octubre
Total,Noruega,Pernoctaciones,117594,2000,9,Septiembre
Total,Noruega,Pernoctaciones,115478,2000,8,Agosto
Total,Noruega,Pernoctaciones,141685,2000,7,Julio
Total,Noruega,Pernoctaciones,87336,2000,6,Junio
Total,Noruega,Pernoctaciones,74443,2000,5,Mayo
Total,Noruega,Pernoctaciones,129721,2000,4,Abril
Total,Noruega,Pernoctaciones,132432,2000,3,Marzo
Total,Noruega,Pernoctaciones,92359,2000,2,Febrero
Total,Noruega,Pernoctaciones,103277,2000,1,Enero
Total,Noruega,Pernoctaciones,83417,1999,12,Diciembre
Total,Noruega,Pernoctaciones,76458,1999,11,Noviembre
Total,Noruega,Pernoctaciones,90282,1999,10,Octubre
Total,Noruega,Pernoctaciones,87534,1999,9,Septiembre
Total,Noruega,Pernoctaciones,87712,1999,8,Agosto
Total,Noruega,Pernoctaciones,106986,1999,7,Julio
Total,Noruega,Pernoctaciones,86341,1999,6,Junio
Total,Noruega,Pernoctaciones,59540,1999,5,Mayo
Total,Noruega,Pernoctaciones,68594,1999,4,Abril
Total,Noruega,Pernoctaciones,127649,1999,3,Marzo
Total,Noruega,Pernoctaciones,110312,1999,2,Febrero
Total,Noruega,Pernoctaciones,87944,1999,1,Enero
Total,Reino Unido,Viajero,932026,2025,4,Abril
Total,Reino Unido,Viajero,685021,2025,3,Marzo
Total,Reino Unido,Viajero,540237,2025,2,Febrero
Total,Reino Unido,Viajero,448225,2025,1,Enero
Total,Reino Unido,Viajero,451447,2024,12,Diciembre
Total,Reino Unido,Viajero,548127,2024,11,Noviembre
Total,Reino Unido,Viajero,1109754,2024,10,Octubre
Total,Reino Unido,Viajero,1350947,2024,9,Septiembre
Total,Reino Unido,Viajero,1314030,2024,8,Agosto
Total,Reino Unido,Viajero,1276931,2024,7,Julio
Total,Reino Unido,Viajero,1361291,2024,6,Junio
Total,Reino Unido,Viajero,1325792,2024,5,Mayo
Total,Reino Unido,Viajero,861943,2024,4,Abril
Total,Reino Unido,Viajero,689776,2024,3,Marzo
Total,Reino Unido,Viajero,519513,2024,2,Febrero
Total,Reino Unido,Viajero,428802,2024,1,Enero
Total,Reino Unido,Viajero,448005,2023,12,Diciembre
Total,Reino Unido,Viajero,520064,2023,11,Noviembre
Total,Reino Unido,Viajero,1077224,2023,10,Octubre
Total,Reino Unido,Viajero,1315229,2023,9,Septiembre
Total,Reino Unido,Viajero,1285936,2023,8,Agosto
Total,Reino Unido,Viajero,1297386,2023,7,Julio
Total,Reino Unido,Viajero,1313714,2023,6,Junio
Total,Reino Unido,Viajero,1214064,2023,5,Mayo
Total,Reino Unido,Viajero,786934,2023,4,Abril
Total,Reino Unido,Viajero,592671,2023,3,Marzo
Total,Reino Unido,Viajero,450143,2023,2,Febrero
Total,Reino Unido,Viajero,358996,2023,1,Enero
Total,Reino Unido,Viajero,416521,2022,12,Diciembre
Total,Reino Unido,Viajero,448512,2022,11,Noviembre
Total,Reino Unido,Viajero,957600,2022,10,Octubre
Total,Reino Unido,Viajero,1237605,2022,9,Septiembre
Total,Reino Unido,Viajero,1221354,2022,8,Agosto
Total,Reino Unido,Viajero,1246024,2022,7,Julio
Total,Reino Unido,Viajero,1223994,2022,6,Junio
Total,Reino Unido,Viajero,1117705,2022,5,Mayo
Total,Reino Unido,Viajero,710060,2022,4,Abril
Total,Reino Unido,Viajero,481097,2022,3,Marzo
Total,Reino Unido,Viajero,342343,2022,2,Febrero
Total,Reino Unido,Viajero,184101,2022,1,Enero
Total,Reino Unido,Viajero,199430,2021,12,Diciembre
Total,Reino Unido,Viajero,317175,2021,11,Noviembre
Total,Reino Unido,Viajero,576607,2021,10,Octubre
Total,Reino Unido,Viajero,481750,2021,9,Septiembre
Total,Reino Unido,Viajero,426658,2021,8,Agosto
Total,Reino Unido,Viajero,315341,2021,7,Julio
Total,Reino Unido,Viajero,82024,2021,6,Junio
Total,Reino Unido,Viajero,33841,2021,5,Mayo
Total,Reino Unido,Viajero,18558,2021,4,Abril
Total,Reino Unido,Viajero,13938,2021,3,Marzo
Total,Reino Unido,Viajero,9606,2021,2,Febrero
Total,Reino Unido,Viajero,9990,2021,1,Enero
Total,Reino Unido,Viajero,47795,2020,12,Diciembre
Total,Reino Unido,Viajero,37808,2020,11,Noviembre
Total,Reino Unido,Viajero,62795,2020,10,Octubre
Total,Reino Unido,Viajero,76414,2020,9,Septiembre
Total,Reino Unido,Viajero,108767,2020,8,Agosto
Total,Reino Unido,Viajero,151003,2020,7,Julio
Total,Reino Unido,Viajero,,2020,6,Junio
Total,Reino Unido,Viajero,,2020,5,Mayo
Total,Reino Unido,Viajero,,2020,4,Abril
Total,Reino Unido,Viajero,224705,2020,3,Marzo
Total,Reino Unido,Viajero,491656,2020,2,Febrero
Total,Reino Unido,Viajero,387907,2020,1,Enero
Total,Reino Unido,Viajero,406404,2019,12,Diciembre
Total,Reino Unido,Viajero,472378,2019,11,Noviembre
Total,Reino Unido,Viajero,999824,2019,10,Octubre
Total,Reino Unido,Viajero,1288851,2019,9,Septiembre
Total,Reino Unido,Viajero,1213674,2019,8,Agosto
Total,Reino Unido,Viajero,1253705,2019,7,Julio
Total,Reino Unido,Viajero,1277761,2019,6,Junio
Total,Reino Unido,Viajero,1233243,2019,5,Mayo
Total,Reino Unido,Viajero,761270,2019,4,Abril
Total,Reino Unido,Viajero,589731,2019,3,Marzo
Total,Reino Unido,Viajero,462912,2019,2,Febrero
Total,Reino Unido,Viajero,391932,2019,1,Enero
Total,Reino Unido,Viajero,421436,2018,12,Diciembre
Total,Reino Unido,Viajero,481441,2018,11,Noviembre
Total,Reino Unido,Viajero,997642,2018,10,Octubre
Total,Reino Unido,Viajero,1273842,2018,9,Septiembre
Total,Reino Unido,Viajero,1159129,2018,8,Agosto
Total,Reino Unido,Viajero,1203558,2018,7,Julio
Total,Reino Unido,Viajero,1297071,2018,6,Junio
Total,Reino Unido,Viajero,1200472,2018,5,Mayo
Total,Reino Unido,Viajero,724972,2018,4,Abril
Total,Reino Unido,Viajero,601751,2018,3,Marzo
Total,Reino Unido,Viajero,445357,2018,2,Febrero
Total,Reino Unido,Viajero,381732,2018,1,Enero
Total,Reino Unido,Viajero,393091,2017,12,Diciembre
Total,Reino Unido,Viajero,449890,2017,11,Noviembre
Total,Reino Unido,Viajero,949974,2017,10,Octubre
Total,Reino Unido,Viajero,1306611,2017,9,Septiembre
Total,Reino Unido,Viajero,1215335,2017,8,Agosto
Total,Reino Unido,Viajero,1273037,2017,7,Julio
Total,Reino Unido,Viajero,1272762,2017,6,Junio
Total,Reino Unido,Viajero,1200028,2017,5,Mayo
Total,Reino Unido,Viajero,756286,2017,4,Abril
Total,Reino Unido,Viajero,594090,2017,3,Marzo
Total,Reino Unido,Viajero,451677,2017,2,Febrero
Total,Reino Unido,Viajero,383059,2017,1,Enero
Total,Reino Unido,Viajero,395915,2016,12,Diciembre
Total,Reino Unido,Viajero,456414,2016,11,Noviembre
Total,Reino Unido,Viajero,941356,2016,10,Octubre
Total,Reino Unido,Viajero,1260674,2016,9,Septiembre
Total,Reino Unido,Viajero,1246491,2016,8,Agosto
Total,Reino Unido,Viajero,1294131,2016,7,Julio
Total,Reino Unido,Viajero,1265671,2016,6,Junio
Total,Reino Unido,Viajero,1153630,2016,5,Mayo
Total,Reino Unido,Viajero,713561,2016,4,Abril
Total,Reino Unido,Viajero,578697,2016,3,Marzo
Total,Reino Unido,Viajero,434164,2016,2,Febrero
Total,Reino Unido,Viajero,351868,2016,1,Enero
Total,Reino Unido,Viajero,371415,2015,12,Diciembre
Total,Reino Unido,Viajero,435704,2015,11,Noviembre
Total,Reino Unido,Viajero,933944,2015,10,Octubre
Total,Reino Unido,Viajero,1138642,2015,9,Septiembre
Total,Reino Unido,Viajero,1139928,2015,8,Agosto
Total,Reino Unido,Viajero,1118340,2015,7,Julio
Total,Reino Unido,Viajero,1070671,2015,6,Junio
Total,Reino Unido,Viajero,1054614,2015,5,Mayo
Total,Reino Unido,Viajero,608957,2015,4,Abril
Total,Reino Unido,Viajero,474373,2015,3,Marzo
Total,Reino Unido,Viajero,355966,2015,2,Febrero
Total,Reino Unido,Viajero,290382,2015,1,Enero
Total,Reino Unido,Viajero,316639,2014,12,Diciembre
Total,Reino Unido,Viajero,384188,2014,11,Noviembre
Total,Reino Unido,Viajero,835342,2014,10,Octubre
Total,Reino Unido,Viajero,1063561,2014,9,Septiembre
Total,Reino Unido,Viajero,1049675,2014,8,Agosto
Total,Reino Unido,Viajero,1056136,2014,7,Julio
Total,Reino Unido,Viajero,1059430,2014,6,Junio
Total,Reino Unido,Viajero,994135,2014,5,Mayo
Total,Reino Unido,Viajero,574491,2014,4,Abril
Total,Reino Unido,Viajero,437246,2014,3,Marzo
Total,Reino Unido,Viajero,334186,2014,2,Febrero
Total,Reino Unido,Viajero,264605,2014,1,Enero
Total,Reino Unido,Viajero,299599,2013,12,Diciembre
Total,Reino Unido,Viajero,371905,2013,11,Noviembre
Total,Reino Unido,Viajero,768755,2013,10,Octubre
Total,Reino Unido,Viajero,1031828,2013,9,Septiembre
Total,Reino Unido,Viajero,1030949,2013,8,Agosto
Total,Reino Unido,Viajero,1034063,2013,7,Julio
Total,Reino Unido,Viajero,1047280,2013,6,Junio
Total,Reino Unido,Viajero,978098,2013,5,Mayo
Total,Reino Unido,Viajero,542007,2013,4,Abril
Total,Reino Unido,Viajero,437588,2013,3,Marzo
Total,Reino Unido,Viajero,303667,2013,2,Febrero
Total,Reino Unido,Viajero,253796,2013,1,Enero
Total,Reino Unido,Viajero,277305,2012,12,Diciembre
Total,Reino Unido,Viajero,339170,2012,11,Noviembre
Total,Reino Unido,Viajero,766113,2012,10,Octubre
Total,Reino Unido,Viajero,1025496,2012,9,Septiembre
Total,Reino Unido,Viajero,1003293,2012,8,Agosto
Total,Reino Unido,Viajero,1048583,2012,7,Julio
Total,Reino Unido,Viajero,1016412,2012,6,Junio
Total,Reino Unido,Viajero,860967,2012,5,Mayo
Total,Reino Unido,Viajero,502172,2012,4,Abril
Total,Reino Unido,Viajero,403106,2012,3,Marzo
Total,Reino Unido,Viajero,317856,2012,2,Febrero
Total,Reino Unido,Viajero,248890,2012,1,Enero
Total,Reino Unido,Viajero,268368,2011,12,Diciembre
Total,Reino Unido,Viajero,326216,2011,11,Noviembre
Total,Reino Unido,Viajero,724817,2011,10,Octubre
Total,Reino Unido,Viajero,934622,2011,9,Septiembre
Total,Reino Unido,Viajero,908156,2011,8,Agosto
Total,Reino Unido,Viajero,932963,2011,7,Julio
Total,Reino Unido,Viajero,881205,2011,6,Junio
Total,Reino Unido,Viajero,827143,2011,5,Mayo
Total,Reino Unido,Viajero,551641,2011,4,Abril
Total,Reino Unido,Viajero,385253,2011,3,Marzo
Total,Reino Unido,Viajero,303414,2011,2,Febrero
Total,Reino Unido,Viajero,249222,2011,1,Enero
Total,Reino Unido,Viajero,268941,2010,12,Diciembre
Total,Reino Unido,Viajero,324255,2010,11,Noviembre
Total,Reino Unido,Viajero,668114,2010,10,Octubre
Total,Reino Unido,Viajero,847466,2010,9,Septiembre
Total,Reino Unido,Viajero,832752,2010,8,Agosto
Total,Reino Unido,Viajero,880788,2010,7,Julio
Total,Reino Unido,Viajero,800309,2010,6,Junio
Total,Reino Unido,Viajero,767675,2010,5,Mayo
Total,Reino Unido,Viajero,523002,2010,4,Abril
Total,Reino Unido,Viajero,355381,2010,3,Marzo
Total,Reino Unido,Viajero,277905,2010,2,Febrero
Total,Reino Unido,Viajero,240208,2010,1,Enero
Total,Reino Unido,Viajero,244426,2009,12,Diciembre
Total,Reino Unido,Viajero,309077,2009,11,Noviembre
Total,Reino Unido,Viajero,629330,2009,10,Octubre
Total,Reino Unido,Viajero,795587,2009,9,Septiembre
Total,Reino Unido,Viajero,748898,2009,8,Agosto
Total,Reino Unido,Viajero,789938,2009,7,Julio
Total,Reino Unido,Viajero,762668,2009,6,Junio
Total,Reino Unido,Viajero,744627,2009,5,Mayo
Total,Reino Unido,Viajero,466209,2009,4,Abril
Total,Reino Unido,Viajero,387226,2009,3,Marzo
Total,Reino Unido,Viajero,291702,2009,2,Febrero
Total,Reino Unido,Viajero,254036,2009,1,Enero
Total,Reino Unido,Viajero,285222,2008,12,Diciembre
Total,Reino Unido,Viajero,359001,2008,11,Noviembre
Total,Reino Unido,Viajero,705541,2008,10,Octubre
Total,Reino Unido,Viajero,903992,2008,9,Septiembre
Total,Reino Unido,Viajero,858065,2008,8,Agosto
Total,Reino Unido,Viajero,914612,2008,7,Julio
Total,Reino Unido,Viajero,925645,2008,6,Junio
Total,Reino Unido,Viajero,885299,2008,5,Mayo
Total,Reino Unido,Viajero,551340,2008,4,Abril
Total,Reino Unido,Viajero,490524,2008,3,Marzo
Total,Reino Unido,Viajero,392757,2008,2,Febrero
Total,Reino Unido,Viajero,330125,2008,1,Enero
Total,Reino Unido,Viajero,354753,2007,12,Diciembre
Total,Reino Unido,Viajero,422895,2007,11,Noviembre
Total,Reino Unido,Viajero,738391,2007,10,Octubre
Total,Reino Unido,Viajero,957180,2007,9,Septiembre
Total,Reino Unido,Viajero,891798,2007,8,Agosto
Total,Reino Unido,Viajero,972678,2007,7,Julio
Total,Reino Unido,Viajero,988396,2007,6,Junio
Total,Reino Unido,Viajero,884473,2007,5,Mayo
Total,Reino Unido,Viajero,553364,2007,4,Abril
Total,Reino Unido,Viajero,502332,2007,3,Marzo
Total,Reino Unido,Viajero,376663,2007,2,Febrero
Total,Reino Unido,Viajero,340348,2007,1,Enero
Total,Reino Unido,Viajero,332352,2006,12,Diciembre
Total,Reino Unido,Viajero,426259,2006,11,Noviembre
Total,Reino Unido,Viajero,755449,2006,10,Octubre
Total,Reino Unido,Viajero,960301,2006,9,Septiembre
Total,Reino Unido,Viajero,927287,2006,8,Agosto
Total,Reino Unido,Viajero,939358,2006,7,Julio
Total,Reino Unido,Viajero,968628,2006,6,Junio
Total,Reino Unido,Viajero,914832,2006,5,Mayo
Total,Reino Unido,Viajero,546315,2006,4,Abril
Total,Reino Unido,Viajero,494967,2006,3,Marzo
Total,Reino Unido,Viajero,382949,2006,2,Febrero
Total,Reino Unido,Viajero,331299,2006,1,Enero
Total,Reino Unido,Viajero,287693,2005,12,Diciembre
Total,Reino Unido,Viajero,357436,2005,11,Noviembre
Total,Reino Unido,Viajero,674856,2005,10,Octubre
Total,Reino Unido,Viajero,897684,2005,9,Septiembre
Total,Reino Unido,Viajero,832811,2005,8,Agosto
Total,Reino Unido,Viajero,843671,2005,7,Julio
Total,Reino Unido,Viajero,829463,2005,6,Junio
Total,Reino Unido,Viajero,798262,2005,5,Mayo
Total,Reino Unido,Viajero,436733,2005,4,Abril
Total,Reino Unido,Viajero,427346,2005,3,Marzo
Total,Reino Unido,Viajero,350776,2005,2,Febrero
Total,Reino Unido,Viajero,281723,2005,1,Enero
Total,Reino Unido,Viajero,280320,2004,12,Diciembre
Total,Reino Unido,Viajero,361162,2004,11,Noviembre
Total,Reino Unido,Viajero,635544,2004,10,Octubre
Total,Reino Unido,Viajero,813370,2004,9,Septiembre
Total,Reino Unido,Viajero,803143,2004,8,Agosto
Total,Reino Unido,Viajero,806110,2004,7,Julio
Total,Reino Unido,Viajero,790586,2004,6,Junio
Total,Reino Unido,Viajero,796697,2004,5,Mayo
Total,Reino Unido,Viajero,458785,2004,4,Abril
Total,Reino Unido,Viajero,425829,2004,3,Marzo
Total,Reino Unido,Viajero,353678,2004,2,Febrero
Total,Reino Unido,Viajero,278737,2004,1,Enero
Total,Reino Unido,Viajero,266341,2003,12,Diciembre
Total,Reino Unido,Viajero,331882,2003,11,Noviembre
Total,Reino Unido,Viajero,649470,2003,10,Octubre
Total,Reino Unido,Viajero,802580,2003,9,Septiembre
Total,Reino Unido,Viajero,802107,2003,8,Agosto
Total,Reino Unido,Viajero,812688,2003,7,Julio
Total,Reino Unido,Viajero,837535,2003,6,Junio
Total,Reino Unido,Viajero,874852,2003,5,Mayo
Total,Reino Unido,Viajero,456994,2003,4,Abril
Total,Reino Unido,Viajero,408371,2003,3,Marzo
Total,Reino Unido,Viajero,307903,2003,2,Febrero
Total,Reino Unido,Viajero,257769,2003,1,Enero
Total,Reino Unido,Viajero,261126,2002,12,Diciembre
Total,Reino Unido,Viajero,328467,2002,11,Noviembre
Total,Reino Unido,Viajero,628708,2002,10,Octubre
Total,Reino Unido,Viajero,771044,2002,9,Septiembre
Total,Reino Unido,Viajero,718578,2002,8,Agosto
Total,Reino Unido,Viajero,726714,2002,7,Julio
Total,Reino Unido,Viajero,754739,2002,6,Junio
Total,Reino Unido,Viajero,734440,2002,5,Mayo
Total,Reino Unido,Viajero,407277,2002,4,Abril
Total,Reino Unido,Viajero,391583,2002,3,Marzo
Total,Reino Unido,Viajero,307393,2002,2,Febrero
Total,Reino Unido,Viajero,249110,2002,1,Enero
Total,Reino Unido,Viajero,272108,2001,12,Diciembre
Total,Reino Unido,Viajero,312549,2001,11,Noviembre
Total,Reino Unido,Viajero,589436,2001,10,Octubre
Total,Reino Unido,Viajero,728470,2001,9,Septiembre
Total,Reino Unido,Viajero,698355,2001,8,Agosto
Total,Reino Unido,Viajero,698747,2001,7,Julio
Total,Reino Unido,Viajero,734771,2001,6,Junio
Total,Reino Unido,Viajero,763900,2001,5,Mayo
Total,Reino Unido,Viajero,387184,2001,4,Abril
Total,Reino Unido,Viajero,349092,2001,3,Marzo
Total,Reino Unido,Viajero,271087,2001,2,Febrero
Total,Reino Unido,Viajero,227755,2001,1,Enero
Total,Reino Unido,Viajero,221147,2000,12,Diciembre
Total,Reino Unido,Viajero,310896,2000,11,Noviembre
Total,Reino Unido,Viajero,523172,2000,10,Octubre
Total,Reino Unido,Viajero,713539,2000,9,Septiembre
Total,Reino Unido,Viajero,649965,2000,8,Agosto
Total,Reino Unido,Viajero,680409,2000,7,Julio
Total,Reino Unido,Viajero,686282,2000,6,Junio
Total,Reino Unido,Viajero,677670,2000,5,Mayo
Total,Reino Unido,Viajero,370463,2000,4,Abril
Total,Reino Unido,Viajero,329558,2000,3,Marzo
Total,Reino Unido,Viajero,255130,2000,2,Febrero
Total,Reino Unido,Viajero,207128,2000,1,Enero
Total,Reino Unido,Viajero,203269,1999,12,Diciembre
Total,Reino Unido,Viajero,323661,1999,11,Noviembre
Total,Reino Unido,Viajero,558917,1999,10,Octubre
Total,Reino Unido,Viajero,721152,1999,9,Septiembre
Total,Reino Unido,Viajero,645088,1999,8,Agosto
Total,Reino Unido,Viajero,637978,1999,7,Julio
Total,Reino Unido,Viajero,680157,1999,6,Junio
Total,Reino Unido,Viajero,694851,1999,5,Mayo
Total,Reino Unido,Viajero,333124,1999,4,Abril
Total,Reino Unido,Viajero,296585,1999,3,Marzo
Total,Reino Unido,Viajero,253539,1999,2,Febrero
Total,Reino Unido,Viajero,221363,1999,1,Enero
Total,Reino Unido,Pernoctaciones,4399795,2025,4,Abril
Total,Reino Unido,Pernoctaciones,3336834,2025,3,Marzo
Total,Reino Unido,Pernoctaciones,2769732,2025,2,Febrero
Total,Reino Unido,Pernoctaciones,2595491,2025,1,Enero
Total,Reino Unido,Pernoctaciones,2484228,2024,12,Diciembre
Total,Reino Unido,Pernoctaciones,2814948,2024,11,Noviembre
Total,Reino Unido,Pernoctaciones,6109605,2024,10,Octubre
Total,Reino Unido,Pernoctaciones,7286957,2024,9,Septiembre
Total,Reino Unido,Pernoctaciones,7622795,2024,8,Agosto
Total,Reino Unido,Pernoctaciones,7265921,2024,7,Julio
Total,Reino Unido,Pernoctaciones,7445114,2024,6,Junio
Total,Reino Unido,Pernoctaciones,6559184,2024,5,Mayo
Total,Reino Unido,Pernoctaciones,4205971,2024,4,Abril
Total,Reino Unido,Pernoctaciones,3429706,2024,3,Marzo
Total,Reino Unido,Pernoctaciones,2669132,2024,2,Febrero
Total,Reino Unido,Pernoctaciones,2453646,2024,1,Enero
Total,Reino Unido,Pernoctaciones,2475906,2023,12,Diciembre
Total,Reino Unido,Pernoctaciones,2749562,2023,11,Noviembre
Total,Reino Unido,Pernoctaciones,6003348,2023,10,Octubre
Total,Reino Unido,Pernoctaciones,7237750,2023,9,Septiembre
Total,Reino Unido,Pernoctaciones,7488102,2023,8,Agosto
Total,Reino Unido,Pernoctaciones,7244055,2023,7,Julio
Total,Reino Unido,Pernoctaciones,7098445,2023,6,Junio
Total,Reino Unido,Pernoctaciones,6286436,2023,5,Mayo
Total,Reino Unido,Pernoctaciones,3816795,2023,4,Abril
Total,Reino Unido,Pernoctaciones,2958064,2023,3,Marzo
Total,Reino Unido,Pernoctaciones,2358247,2023,2,Febrero
Total,Reino Unido,Pernoctaciones,2120727,2023,1,Enero
Total,Reino Unido,Pernoctaciones,2272697,2022,12,Diciembre
Total,Reino Unido,Pernoctaciones,2385127,2022,11,Noviembre
Total,Reino Unido,Pernoctaciones,5359407,2022,10,Octubre
Total,Reino Unido,Pernoctaciones,6768744,2022,9,Septiembre
Total,Reino Unido,Pernoctaciones,7294732,2022,8,Agosto
Total,Reino Unido,Pernoctaciones,7004436,2022,7,Julio
Total,Reino Unido,Pernoctaciones,6795442,2022,6,Junio
Total,Reino Unido,Pernoctaciones,5562875,2022,5,Mayo
Total,Reino Unido,Pernoctaciones,3499739,2022,4,Abril
Total,Reino Unido,Pernoctaciones,2533178,2022,3,Marzo
Total,Reino Unido,Pernoctaciones,1761079,2022,2,Febrero
Total,Reino Unido,Pernoctaciones,1092945,2022,1,Enero
Total,Reino Unido,Pernoctaciones,1189776,2021,12,Diciembre
Total,Reino Unido,Pernoctaciones,1756952,2021,11,Noviembre
Total,Reino Unido,Pernoctaciones,3073477,2021,10,Octubre
Total,Reino Unido,Pernoctaciones,2538080,2021,9,Septiembre
Total,Reino Unido,Pernoctaciones,2374945,2021,8,Agosto
Total,Reino Unido,Pernoctaciones,1561051,2021,7,Julio
Total,Reino Unido,Pernoctaciones,239429,2021,6,Junio
Total,Reino Unido,Pernoctaciones,88183,2021,5,Mayo
Total,Reino Unido,Pernoctaciones,50949,2021,4,Abril
Total,Reino Unido,Pernoctaciones,35816,2021,3,Marzo
Total,Reino Unido,Pernoctaciones,27345,2021,2,Febrero
Total,Reino Unido,Pernoctaciones,36470,2021,1,Enero
Total,Reino Unido,Pernoctaciones,247470,2020,12,Diciembre
Total,Reino Unido,Pernoctaciones,209822,2020,11,Noviembre
