RESIDENCIA/ORIGEN;Países;Viajeros y pernoctaciones;Periodo;Total
Total;UE28 sin España;Pernoctaciones;2020M07;3.613.477
Total;UE28 sin España;Pernoctaciones;2020M06;.
Total;UE28 sin España;Pernoctaciones;2020M05;.
Total;UE28 sin España;Pernoctaciones;2020M04;0
Total;UE28 sin España;Pernoctaciones;2020M03;4.127.415
Total;UE28 sin España;Pernoctaciones;2020M02;8.137.470
Total;UE28 sin España;Pernoctaciones;2020M01;7.544.981
Total;UE28 sin España;Pernoctaciones;2019M12;7.357.603
Total;UE28 sin España;Pernoctaciones;2019M11;8.187.573
Total;UE28 sin España;Pernoctaciones;2019M10;16.996.155
Total;UE28 sin España;Pernoctaciones;2019M09;20.685.054
Total;UE28 sin España;Pernoctaciones;2019M08;23.500.633
Total;UE28 sin España;Pernoctaciones;2019M07;22.110.924
Total;UE28 sin España;Pernoctaciones;2019M06;20.160.683
Total;UE28 sin España;Pernoctaciones;2019M05;17.720.120
Total;UE28 sin España;Pernoctaciones;2019M04;13.075.235
Total;UE28 sin España;Pernoctaciones;2019M03;9.996.892
Total;UE28 sin España;Pernoctaciones;2019M02;7.796.525
Total;UE28 sin España;Pernoctaciones;2019M01;7.536.252
Total;UE28 sin España;Pernoctaciones;2018M12;7.319.635
Total;UE28 sin España;Pernoctaciones;2018M11;8.368.006
Total;UE28 sin España;Pernoctaciones;2018M10;17.663.247
Total;UE28 sin España;Pernoctaciones;2018M09;21.280.340
Total;UE28 sin España;Pernoctaciones;2018M08;23.832.308
Total;UE28 sin España;Pernoctaciones;2018M07;22.725.206
Total;UE28 sin España;Pernoctaciones;2018M06;20.386.363
Total;UE28 sin España;Pernoctaciones;2018M05;18.710.497
Total;UE28 sin España;Pernoctaciones;2018M04;12.766.655
Total;UE28 sin España;Pernoctaciones;2018M03;10.209.199
Total;UE28 sin España;Pernoctaciones;2018M02;8.009.277
Total;UE28 sin España;Pernoctaciones;2018M01;7.695.524
Total;UE28 sin España;Pernoctaciones;2017M12;7.169.283
Total;UE28 sin España;Pernoctaciones;2017M11;8.417.250
Total;UE28 sin España;Pernoctaciones;2017M10;17.652.497
Total;UE28 sin España;Pernoctaciones;2017M09;21.702.360
Total;UE28 sin España;Pernoctaciones;2017M08;24.626.851
Total;UE28 sin España;Pernoctaciones;2017M07;23.548.571
Total;UE28 sin España;Pernoctaciones;2017M06;21.059.182
Total;UE28 sin España;Pernoctaciones;2017M05;18.478.398
Total;UE28 sin España;Pernoctaciones;2017M04;13.451.248
Total;UE28 sin España;Pernoctaciones;2017M03;9.925.871
Total;UE28 sin España;Pernoctaciones;2017M02;7.999.434
Total;UE28 sin España;Pernoctaciones;2017M01;7.733.429
Total;UE28 sin España;Pernoctaciones;2016M12;7.387.640
Total;UE28 sin España;Pernoctaciones;2016M11;8.431.121
Total;UE28 sin España;Pernoctaciones;2016M10;17.486.424
Total;UE28 sin España;Pernoctaciones;2016M09;21.662.455
Total;UE28 sin España;Pernoctaciones;2016M08;25.006.689
Total;UE28 sin España;Pernoctaciones;2016M07;23.296.385
Total;UE28 sin España;Pernoctaciones;2016M06;20.083.054
Total;UE28 sin España;Pernoctaciones;2016M05;17.835.646
Total;UE28 sin España;Pernoctaciones;2016M04;12.383.861
Total;UE28 sin España;Pernoctaciones;2016M03;10.175.548
Total;UE28 sin España;Pernoctaciones;2016M02;7.880.430
Total;UE28 sin España;Pernoctaciones;2016M01;7.194.914
Total;UE28 sin España;Pernoctaciones;2015M12;6.928.538
Total;UE28 sin España;Pernoctaciones;2015M11;7.901.141
Total;UE28 sin España;Pernoctaciones;2015M10;16.061.756
Total;UE28 sin España;Pernoctaciones;2015M09;19.933.872
Total;UE28 sin España;Pernoctaciones;2015M08;23.346.369
Total;UE28 sin España;Pernoctaciones;2015M07;21.339.558
Total;UE28 sin España;Pernoctaciones;2015M06;17.810.881
Total;UE28 sin España;Pernoctaciones;2015M05;16.114.261
Total;UE28 sin España;Pernoctaciones;2015M04;11.061.527
Total;UE28 sin España;Pernoctaciones;2015M03;8.726.719
Total;UE28 sin España;Pernoctaciones;2015M02;7.025.001
Total;UE28 sin España;Pernoctaciones;2015M01;6.655.661
Total;UE28 sin España;Pernoctaciones;2014M12;6.404.923
Total;UE28 sin España;Pernoctaciones;2014M11;7.191.672
Total;UE28 sin España;Pernoctaciones;2014M10;14.815.639
Total;UE28 sin España;Pernoctaciones;2014M09;18.851.700
Total;UE28 sin España;Pernoctaciones;2014M08;21.953.316
Total;UE28 sin España;Pernoctaciones;2014M07;19.469.450
Total;UE28 sin España;Pernoctaciones;2014M06;17.336.373
Total;UE28 sin España;Pernoctaciones;2014M05;14.996.962
Total;UE28 sin España;Pernoctaciones;2014M04;10.747.281
Total;UE28 sin España;Pernoctaciones;2014M03;9.002.093
Total;UE28 sin España;Pernoctaciones;2014M02;6.759.246
Total;UE28 sin España;Pernoctaciones;2014M01;6.543.273
Total;UE28 sin España;Pernoctaciones;2013M12;6.302.869
Total;UE28 sin España;Pernoctaciones;2013M11;6.992.716
Total;UE28 sin España;Pernoctaciones;2013M10;14.237.000
Total;UE28 sin España;Pernoctaciones;2013M09;18.089.067
Total;UE28 sin España;Pernoctaciones;2013M08;21.281.742
Total;UE28 sin España;Pernoctaciones;2013M07;19.794.206
Total;UE28 sin España;Pernoctaciones;2013M06;16.850.114
Total;UE28 sin España;Pernoctaciones;2013M05;15.060.762
Total;UE28 sin España;Pernoctaciones;2013M04;9.713.115
Total;UE28 sin España;Pernoctaciones;2013M03;8.463.386
Total;UE28 sin España;Pernoctaciones;2013M02;6.271.832
Total;UE28 sin España;Pernoctaciones;2013M01;5.924.527
Total;UE28 sin España;Pernoctaciones;2012M12;5.695.514
Total;UE28 sin España;Pernoctaciones;2012M11;6.669.438
Total;UE28 sin España;Pernoctaciones;2012M10;13.438.851
Total;UE28 sin España;Pernoctaciones;2012M09;17.899.938
Total;UE28 sin España;Pernoctaciones;2012M08;20.903.844
Total;UE28 sin España;Pernoctaciones;2012M07;19.827.243
Total;UE28 sin España;Pernoctaciones;2012M06;16.632.548
Total;UE28 sin España;Pernoctaciones;2012M05;14.009.113
Total;UE28 sin España;Pernoctaciones;2012M04;9.866.287
Total;UE28 sin España;Pernoctaciones;2012M03;8.037.632
Total;UE28 sin España;Pernoctaciones;2012M02;6.575.735
Total;UE28 sin España;Pernoctaciones;2012M01;6.147.978
Total;UE28 sin España;Pernoctaciones;2011M12;5.675.584
Total;UE28 sin España;Pernoctaciones;2011M11;6.752.857
Total;UE28 sin España;Pernoctaciones;2011M10;13.564.694
Total;UE28 sin España;Pernoctaciones;2011M09;17.158.358
Total;UE28 sin España;Pernoctaciones;2011M08;20.644.864
Total;UE28 sin España;Pernoctaciones;2011M07;19.387.155
Total;UE28 sin España;Pernoctaciones;2011M06;16.559.240
Total;UE28 sin España;Pernoctaciones;2011M05;13.610.712
Total;UE28 sin España;Pernoctaciones;2011M04;10.564.935
Total;UE28 sin España;Pernoctaciones;2011M03;8.607.520
Total;UE28 sin España;Pernoctaciones;2011M02;6.560.847
Total;UE28 sin España;Pernoctaciones;2011M01;5.895.508
Total;UE28 sin España;Pernoctaciones;2010M12;5.306.032
Total;UE28 sin España;Pernoctaciones;2010M11;6.395.158
Total;UE28 sin España;Pernoctaciones;2010M10;12.304.317
Total;UE28 sin España;Pernoctaciones;2010M09;15.720.374
Total;UE28 sin España;Pernoctaciones;2010M08;18.772.556
Total;UE28 sin España;Pernoctaciones;2010M07;17.427.001
Total;UE28 sin España;Pernoctaciones;2010M06;14.113.694
Total;UE28 sin España;Pernoctaciones;2010M05;12.554.691
Total;UE28 sin España;Pernoctaciones;2010M04;8.570.366
Total;UE28 sin España;Pernoctaciones;2010M03;7.228.091
Total;UE28 sin España;Pernoctaciones;2010M02;5.671.718
Total;UE28 sin España;Pernoctaciones;2010M01;5.168.811
Total;UE28 sin España;Pernoctaciones;2009M12;4.970.785
Total;UE28 sin España;Pernoctaciones;2009M11;5.522.894
Total;UE28 sin España;Pernoctaciones;2009M10;11.089.914
Total;UE28 sin España;Pernoctaciones;2009M09;14.197.333
Total;UE28 sin España;Pernoctaciones;2009M08;16.724.803
Total;UE28 sin España;Pernoctaciones;2009M07;16.397.205
Total;UE28 sin España;Pernoctaciones;2009M06;13.988.144
Total;UE28 sin España;Pernoctaciones;2009M05;12.044.042
Total;UE28 sin España;Pernoctaciones;2009M04;8.671.222
Total;UE28 sin España;Pernoctaciones;2009M03;6.935.607
Total;UE28 sin España;Pernoctaciones;2009M02;5.429.135
Total;UE28 sin España;Pernoctaciones;2009M01;5.259.689
Total;UE28 sin España;Pernoctaciones;2008M12;5.137.247
Total;UE28 sin España;Pernoctaciones;2008M11;5.939.188
Total;UE28 sin España;Pernoctaciones;2008M10;11.895.170
Total;UE28 sin España;Pernoctaciones;2008M09;15.648.259
Total;UE28 sin España;Pernoctaciones;2008M08;18.643.981
Total;UE28 sin España;Pernoctaciones;2008M07;18.046.957
Total;UE28 sin España;Pernoctaciones;2008M06;14.970.268
Total;UE28 sin España;Pernoctaciones;2008M05;13.620.557
Total;UE28 sin España;Pernoctaciones;2008M04;9.301.897
Total;UE28 sin España;Pernoctaciones;2008M03;8.142.341
Total;UE28 sin España;Pernoctaciones;2008M02;6.590.458
Total;UE28 sin España;Pernoctaciones;2008M01;5.991.550
Total;UE28 sin España;Pernoctaciones;2007M12;5.799.265
Total;UE28 sin España;Pernoctaciones;2007M11;6.497.940
Total;UE28 sin España;Pernoctaciones;2007M10;12.322.798
Total;UE28 sin España;Pernoctaciones;2007M09;16.158.141
Total;UE28 sin España;Pernoctaciones;2007M08;18.542.179
Total;UE28 sin España;Pernoctaciones;2007M07;17.786.029
Total;UE28 sin España;Pernoctaciones;2007M06;15.303.526
Total;UE28 sin España;Pernoctaciones;2007M05;12.815.057
Total;UE28 sin España;Pernoctaciones;2007M04;9.461.019
Total;UE28 sin España;Pernoctaciones;2007M03;7.913.073
Total;UE28 sin España;Pernoctaciones;2007M02;6.050.964
Total;UE28 sin España;Pernoctaciones;2007M01;5.797.104
Total;UE28 sin España;Pernoctaciones;2006M12;5.397.110
Total;UE28 sin España;Pernoctaciones;2006M11;6.120.875
Total;UE28 sin España;Pernoctaciones;2006M10;12.235.423
Total;UE28 sin España;Pernoctaciones;2006M09;15.994.765
Total;UE28 sin España;Pernoctaciones;2006M08;18.031.718
Total;UE28 sin España;Pernoctaciones;2006M07;17.743.656
Total;UE28 sin España;Pernoctaciones;2006M06;15.549.113
Total;UE28 sin España;Pernoctaciones;2006M05;13.111.554
Total;UE28 sin España;Pernoctaciones;2006M04;9.392.084
Total;UE28 sin España;Pernoctaciones;2006M03;7.398.828
Total;UE28 sin España;Pernoctaciones;2006M02;5.819.638
Total;UE28 sin España;Pernoctaciones;2006M01;5.589.631
Total;UE28 sin España;Pernoctaciones;2005M12;4.599.167
Total;UE28 sin España;Pernoctaciones;2005M11;5.642.653
Total;UE28 sin España;Pernoctaciones;2005M10;11.910.466
Total;UE28 sin España;Pernoctaciones;2005M09;15.330.677
Total;UE28 sin España;Pernoctaciones;2005M08;17.432.624
Total;UE28 sin España;Pernoctaciones;2005M07;15.990.951
Total;UE28 sin España;Pernoctaciones;2005M06;13.680.772
Total;UE28 sin España;Pernoctaciones;2005M05;12.047.220
Total;UE28 sin España;Pernoctaciones;2005M04;7.631.131
Total;UE28 sin España;Pernoctaciones;2005M03;6.744.832
Total;UE28 sin España;Pernoctaciones;2005M02;5.617.422
Total;UE28 sin España;Pernoctaciones;2005M01;5.193.823
Total;UE28 sin España;Pernoctaciones;2004M12;4.482.540
Total;UE28 sin España;Pernoctaciones;2004M11;5.272.334
Total;UE28 sin España;Pernoctaciones;2004M10;11.154.431
Total;UE28 sin España;Pernoctaciones;2004M09;14.418.050
Total;UE28 sin España;Pernoctaciones;2004M08;16.639.633
Total;UE28 sin España;Pernoctaciones;2004M07;14.980.817
Total;UE28 sin España;Pernoctaciones;2004M06;12.972.128
Total;UE28 sin España;Pernoctaciones;2004M05;11.752.991
Total;UE28 sin España;Pernoctaciones;2004M04;7.945.955
Total;UE28 sin España;Pernoctaciones;2004M03;6.851.087
Total;UE28 sin España;Pernoctaciones;2004M02;5.673.472
Total;UE28 sin España;Pernoctaciones;2004M01;4.791.381
Total;UE28 sin España;Pernoctaciones;2003M12;4.272.248
Total;UE28 sin España;Pernoctaciones;2003M11;4.957.603
Total;UE28 sin España;Pernoctaciones;2003M10;10.953.336
Total;UE28 sin España;Pernoctaciones;2003M09;14.168.439
Total;UE28 sin España;Pernoctaciones;2003M08;17.208.145
Total;UE28 sin España;Pernoctaciones;2003M07;15.368.477
Total;UE28 sin España;Pernoctaciones;2003M06;14.004.552
Total;UE28 sin España;Pernoctaciones;2003M05;12.414.026
Total;UE28 sin España;Pernoctaciones;2003M04;8.515.019
Total;UE28 sin España;Pernoctaciones;2003M03;7.089.094
Total;UE28 sin España;Pernoctaciones;2003M02;5.317.672
Total;UE28 sin España;Pernoctaciones;2003M01;4.762.153
Total;UE28 sin España;Pernoctaciones;2002M12;4.285.433
Total;UE28 sin España;Pernoctaciones;2002M11;5.040.938
Total;UE28 sin España;Pernoctaciones;2002M10;11.052.423
Total;UE28 sin España;Pernoctaciones;2002M09;14.212.547
Total;UE28 sin España;Pernoctaciones;2002M08;16.356.288
Total;UE28 sin España;Pernoctaciones;2002M07;15.145.077
Total;UE28 sin España;Pernoctaciones;2002M06;13.238.961
Total;UE28 sin España;Pernoctaciones;2002M05;11.984.112
Total;UE28 sin España;Pernoctaciones;2002M04;7.972.272
Total;UE28 sin España;Pernoctaciones;2002M03;7.317.534
Total;UE28 sin España;Pernoctaciones;2002M02;5.718.027
Total;UE28 sin España;Pernoctaciones;2002M01;4.836.079
Total;UE28 sin España;Pernoctaciones;2001M12;4.491.378
Total;UE28 sin España;Pernoctaciones;2001M11;5.468.169
Total;UE28 sin España;Pernoctaciones;2001M10;11.646.315
Total;UE28 sin España;Pernoctaciones;2001M09;15.201.723
Total;UE28 sin España;Pernoctaciones;2001M08;16.571.831
Total;UE28 sin España;Pernoctaciones;2001M07;16.153.309
Total;UE28 sin España;Pernoctaciones;2001M06;14.021.934
Total;UE28 sin España;Pernoctaciones;2001M05;12.917.877
Total;UE28 sin España;Pernoctaciones;2001M04;8.715.731
Total;UE28 sin España;Pernoctaciones;2001M03;7.251.116
Total;UE28 sin España;Pernoctaciones;2001M02;5.913.851
Total;UE28 sin España;Pernoctaciones;2001M01;4.841.534
Total;UE28 sin España;Pernoctaciones;2000M12;4.502.024
Total;UE28 sin España;Pernoctaciones;2000M11;5.560.683
Total;UE28 sin España;Pernoctaciones;2000M10;11.667.703
Total;UE28 sin España;Pernoctaciones;2000M09;14.939.427
Total;UE28 sin España;Pernoctaciones;2000M08;16.427.163
Total;UE28 sin España;Pernoctaciones;2000M07;15.919.526
Total;UE28 sin España;Pernoctaciones;2000M06;14.476.376
Total;UE28 sin España;Pernoctaciones;2000M05;12.856.748
Total;UE28 sin España;Pernoctaciones;2000M04;9.043.705
Total;UE28 sin España;Pernoctaciones;2000M03;7.467.921
Total;UE28 sin España;Pernoctaciones;2000M02;5.715.636
Total;UE28 sin España;Pernoctaciones;2000M01;4.834.422
Total;UE28 sin España;Pernoctaciones;1999M12;4.567.771
Total;UE28 sin España;Pernoctaciones;1999M11;5.985.159
Total;UE28 sin España;Pernoctaciones;1999M10;12.903.311
Total;UE28 sin España;Pernoctaciones;1999M09;15.617.664
Total;UE28 sin España;Pernoctaciones;1999M08;17.531.007
Total;UE28 sin España;Pernoctaciones;1999M07;16.408.709
Total;UE28 sin España;Pernoctaciones;1999M06;15.191.130
Total;UE28 sin España;Pernoctaciones;1999M05;14.065.579
Total;UE28 sin España;Pernoctaciones;1999M04;9.023.143
Total;UE28 sin España;Pernoctaciones;1999M03;7.127.056
Total;UE28 sin España;Pernoctaciones;1999M02;6.071.945
Total;UE28 sin España;Pernoctaciones;1999M01;5.596.782
Total;UE27_2020 sin España;Viajero;2025M04;2.872.381
Total;UE27_2020 sin España;Viajero;2025M03;1.966.835
Total;UE27_2020 sin España;Viajero;2025M02;1.612.446
Total;UE27_2020 sin España;Viajero;2025M01;1.383.317
Total;UE27_2020 sin España;Viajero;2024M12;1.435.720
Total;UE27_2020 sin España;Viajero;2024M11;1.622.585
Total;UE27_2020 sin España;Viajero;2024M10;3.169.666
Total;UE27_2020 sin España;Viajero;2024M09;3.417.875
Total;UE27_2020 sin España;Viajero;2024M08;4.148.044
Total;UE27_2020 sin España;Viajero;2024M07;3.647.244
Total;UE27_2020 sin España;Viajero;2024M06;3.201.114
Total;UE27_2020 sin España;Viajero;2024M05;3.533.035
Total;UE27_2020 sin España;Viajero;2024M04;2.773.937
Total;UE27_2020 sin España;Viajero;2024M03;2.063.051
Total;UE27_2020 sin España;Viajero;2024M02;1.576.948
Total;UE27_2020 sin España;Viajero;2024M01;1.363.225
Total;UE27_2020 sin España;Viajero;2023M12;1.420.821
Total;UE27_2020 sin España;Viajero;2023M11;1.574.388
Total;UE27_2020 sin España;Viajero;2023M10;2.938.171
Total;UE27_2020 sin España;Viajero;2023M09;3.332.417
Total;UE27_2020 sin España;Viajero;2023M08;3.971.387
Total;UE27_2020 sin España;Viajero;2023M07;3.496.025
Total;UE27_2020 sin España;Viajero;2023M06;3.001.868
Total;UE27_2020 sin España;Viajero;2023M05;3.118.954
Total;UE27_2020 sin España;Viajero;2023M04;2.681.089
Total;UE27_2020 sin España;Viajero;2023M03;1.722.878
Total;UE27_2020 sin España;Viajero;2023M02;1.407.046
Total;UE27_2020 sin España;Viajero;2023M01;1.242.977
Total;UE27_2020 sin España;Viajero;2022M12;1.248.251
Total;UE27_2020 sin España;Viajero;2022M11;1.396.573
Total;UE27_2020 sin España;Viajero;2022M10;2.670.862
Total;UE27_2020 sin España;Viajero;2022M09;3.096.103
Total;UE27_2020 sin España;Viajero;2022M08;3.798.898
Total;UE27_2020 sin España;Viajero;2022M07;3.352.820
Total;UE27_2020 sin España;Viajero;2022M06;2.917.080
Total;UE27_2020 sin España;Viajero;2022M05;2.842.525
Total;UE27_2020 sin España;Viajero;2022M04;2.290.155
Total;UE27_2020 sin España;Viajero;2022M03;1.444.583
Total;UE27_2020 sin España;Viajero;2022M02;1.148.286
Total;UE27_2020 sin España;Viajero;2022M01;822.382
Total;UE27_2020 sin España;Viajero;2021M12;989.017
Total;UE27_2020 sin España;Viajero;2021M11;1.280.206
Total;UE27_2020 sin España;Viajero;2021M10;2.188.664
Total;UE27_2020 sin España;Viajero;2021M09;2.121.711
Total;UE27_2020 sin España;Viajero;2021M08;2.411.917
Total;UE27_2020 sin España;Viajero;2021M07;1.857.556
Total;UE27_2020 sin España;Viajero;2021M06;1.101.889
Total;UE27_2020 sin España;Viajero;2021M05;604.125
Total;UE27_2020 sin España;Viajero;2021M04;264.579
Total;UE27_2020 sin España;Viajero;2021M03;203.176
Total;UE27_2020 sin España;Viajero;2021M02;127.428
Total;UE27_2020 sin España;Viajero;2021M01;145.623
Total;UE27_2020 sin España;Viajero;2020M12;183.141
Total;UE27_2020 sin España;Viajero;2020M11;152.301
Total;UE27_2020 sin España;Viajero;2020M10;316.229
Total;UE27_2020 sin España;Viajero;2020M09;387.279
Total;UE27_2020 sin España;Viajero;2020M08;946.999
Total;UE27_2020 sin España;Viajero;2020M07;803.469
Total;UE27_2020 sin España;Viajero;2020M06;.
Total;UE27_2020 sin España;Viajero;2020M05;.
Total;UE27_2020 sin España;Viajero;2020M04;0
Total;UE27_2020 sin España;Viajero;2020M03;613.268
Total;UE27_2020 sin España;Viajero;2020M02;1.419.112
Total;UE27_2020 sin España;Viajero;2020M01;1.213.326
Total;UE27_2020 sin España;Viajero;2019M12;1.242.887
Total;UE27_2020 sin España;Viajero;2019M11;1.432.792
Total;UE27_2020 sin España;Viajero;2019M10;2.675.645
Total;UE27_2020 sin España;Viajero;2019M09;3.054.406
Total;UE27_2020 sin España;Viajero;2019M08;3.645.120
Total;UE27_2020 sin España;Viajero;2019M07;3.196.980
Total;UE27_2020 sin España;Viajero;2019M06;2.990.951
Total;UE27_2020 sin España;Viajero;2019M05;2.929.238
Total;UE27_2020 sin España;Viajero;2019M04;2.474.993
Total;UE27_2020 sin España;Viajero;2019M03;1.753.806
Total;UE27_2020 sin España;Viajero;2019M02;1.325.750
Total;UE27_2020 sin España;Viajero;2019M01;""
Total;UE27_2020 sin España;Viajero;2018M12;""
Total;UE27_2020 sin España;Viajero;2018M11;""
Total;UE27_2020 sin España;Viajero;2018M10;""
Total;UE27_2020 sin España;Viajero;2018M09;""
Total;UE27_2020 sin España;Viajero;2018M08;""
Total;UE27_2020 sin España;Viajero;2018M07;""
Total;UE27_2020 sin España;Viajero;2018M06;""
Total;UE27_2020 sin España;Viajero;2018M05;""
Total;UE27_2020 sin España;Viajero;2018M04;""
Total;UE27_2020 sin España;Viajero;2018M03;""
Total;UE27_2020 sin España;Viajero;2018M02;""
Total;UE27_2020 sin España;Viajero;2018M01;""
Total;UE27_2020 sin España;Viajero;2017M12;""
